Trip Year,Trip Month,Start Station,Average Trip Duration in Seconds,Trip Duration in Minutes 
2019,August,North Moore St & Greenwich St,874.19,15
2019,August,Nostrand Ave & Myrtle Ave,1023.37,17
2019,August,Old Fulton St,1497.4,25
2019,August,Old Slip & Front St,1588.48,26
2019,August,Pacific St & Classon Ave,870.28,15
2019,August,Pacific St & Nevins St,767.18,13
2019,August,Park Ave & E 124 St,921.93,15
2019,August,Park Ave & Marcus Garvey Blvd,846.36,14
2019,August,Park Ave & St Edwards St,704.42,12
2019,August,Park Pl & Church St,981.26,16
2019,August,Park Pl & Franklin Ave,3447.67,57
2019,August,Park Pl & Vanderbilt Ave,1719.35,29
2019,August,Pearl St & Hanover Square,1102.85,18
2019,August,Peck Slip & Front St,1192.78,20
2019,August,Perry St & Bleecker St,864.83,14
2019,August,Pershing Square North,865.57,14
2019,August,Pershing Square South,819.83,14
2019,August,Picnic Point,1817.86,30
2019,August,Pier 40 - Hudson River Park,1223.23,20
2019,August,Pierrepont St & Monroe Pl,777.91,13
2019,August,Pike St & E Broadway,791.74,13
2019,August,Pike St & Monroe St,940.05,16
2019,August,Pioneer St & Richards St,982.44,16
2019,August,Pioneer St & Van Brunt St,1013.31,17
2019,August,Pitt St & Stanton St,809.99,13
2019,August,Plaza St West & Flatbush Ave,854.45,14
2019,August,Pleasant Ave & E 116 St,930.72,16
2019,August,Pleasant Ave & E 120 St,1034.1,17
2019,August,Powers St & Olive St,835.62,14
2019,August,President St & Henry St,773.52,13
2019,August,Prospect Park West & 8 St,1121.81,19
2019,August,Prospect Pl & 6 Ave,1117.06,19
2019,August,Prospect Pl & Underhill Ave,737.25,12
2019,August,Pulaski St & Marcus Garvey Blvd,7055.02,118
2019,August,Putnam Ave & Nostrand Ave,3421.18,57
2019,August,Putnam Ave & Throop Ave,2299.5,38
2019,August,Queens Plaza North & Crescent St,1042.35,17
2019,August,Railroad Ave & Kay Ave,1118.72,19
2019,August,Reade St & Broadway,902.28,15
2019,August,Richards St & Delavan St,787.33,13
2019,August,Richardson St & N Henry St,674.72,11
2019,August,Riverside Blvd & W 67 St,1468.47,24
2019,August,Riverside Dr & W 104 St,1604.79,27
2019,August,Riverside Dr & W 72 St,1297.99,22
2019,August,Riverside Dr & W 78 St,1492.28,25
2019,August,Riverside Dr & W 82 St,1425.06,24
2019,August,Riverside Dr & W 91 St,1449.84,24
2019,August,Rivington St & Chrystie St,1567.42,26
2019,August,Rivington St & Ridge St,901.55,15
2019,August,Roebling St & N 4 St,836.46,14
2019,August,Rogers Ave & Sterling St,7724.42,129
2019,August,S 3 St & Bedford Ave,988.46,16
2019,August,S 4 St & Rodney St,942.63,16
2019,August,S 4 St & Wythe Ave,1239.59,21
2019,August,S 5 Pl & S 5 St,1304.39,22
2019,August,S Portland Ave & Hanson Pl,1096.2,18
2019,August,Schermerhorn St & Bond St,861.16,14
2019,August,Schermerhorn St & Court St,768.05,13
2019,August,Scholes St & Manhattan Ave,904.2,15
2019,August,Sharon St & Olive St,820.08,14
2019,August,Sigourney St & Columbia St,8387.6,140
2019,August,Smith St & 3 St,1325.95,22
2019,August,Smith St & 9 St,698.64,12
2019,August,Soissons Landing,2539.22,42
2019,August,South End Ave & Liberty St,1156.67,19
2019,August,South St & Gouverneur Ln,1286.72,21
2019,August,South St & Whitehall St,1360.74,23
2019,August,Spruce St & Nassau St,1178.98,20
2019,August,St James Pl & Oliver St,799.95,13
2019,August,St James Pl & Pearl St,767.59,13
2019,August,St Johns Pl & Washington Ave,807.19,13
2019,August,St Marks Pl & 1 Ave,841.3,14
2019,August,St Marks Pl & 2 Ave,857.91,14
2019,August,St Nicholas Ave & Manhattan Ave,2006.27,33
2019,August,St. Nicholas Ave & W 126 St,2065.1,34
2019,August,Stagg St & Morgan Ave,912.44,15
2019,August,Stagg St & Union Ave,1178.4,20
2019,August,Stanton St & Chrystie St,860.14,14
2019,August,Stanton St & Mangin St,995.78,17
2019,August,Stanton St & Norfolk St,974.13,16
2019,August,State St & Smith St,804.32,13
2019,August,Steinway St & 23 Ave,1063.21,18
2019,August,Steinway St & 28 Ave,830.42,14
2019,August,Sterling Pl & Bedford Ave,879.55,15
2019,August,Sterling St & Bedford Ave,1822.57,30
2019,August,Stockholm St & Wilson Ave,1304.49,22
2019,August,Stuyvesant Walk & 1 Av Loop,841.03,14
2019,August,Suffolk St & Stanton St,925.62,15
2019,August,Sullivan Pl & Bedford Ave,1604.35,27
2019,August,Sullivan St & Washington Sq,1099.88,18
2019,August,Suydam St & Knickerbocker Ave,1149.06,19
2019,August,Throop Ave & Myrtle Ave,2302.37,38
2019,August,Tompkins Ave & Hopkins St,879.77,15
2019,August,Underhill Ave & Lincoln Pl,888.29,15
2019,August,Underhill Ave & Pacific St,1089.26,18
2019,August,Union Ave & Jackson St,1357.51,23
2019,August,Union Ave & N 12 St,804.06,13
2019,August,Union Ave & Wallabout St,865.34,14
2019,August,Union St & 4 Ave,760.93,13
2019,August,Union St & Bedford Ave,1258.35,21
2019,August,Union St & Nevins St,1056.78,18
2019,August,University Pl & E 14 St,725.73,12
2019,August,University Pl & E 8 St,744.12,12
2019,August,Van Brunt St & Van Dyke St,1241.24,21
2019,August,Van Brunt St & Wolcott St,1076.32,18
2019,August,Vernon Blvd & 10 St,1053.04,18
2019,August,Vernon Blvd & 30 Rd,908.78,15
2019,August,Vernon Blvd & 31 Ave,975.53,16
2019,August,Vernon Blvd & 41 Rd,1419.97,24
2019,August,Vernon Blvd & 47 Rd,889.75,15
2019,August,Vernon Blvd & 50 Ave,587.57,10
2019,August,Verona Pl & Fulton St,2027.68,34
2019,August,Vesey Pl & River Terrace,1147.91,19
2019,August,W 100 St & Broadway,1039.76,17
2019,August,W 100 St & Manhattan Ave,986.06,16
2019,August,W 104 St & Amsterdam Ave,1068.65,18
2019,August,W 106 St & Amsterdam Ave,972.51,16
2019,August,W 106 St & Central Park West,1622.46,27
2019,August,W 107 St & Columbus Ave,955.43,16
2019,August,W 11 St & 6 Ave,751.82,13
2019,August,W 110 St & Amsterdam Ave,1116.62,19
2019,August,W 113 St & Broadway,1132.12,19
2019,August,W 116 St & Amsterdam Ave,1621.86,27
2019,August,W 116 St & Broadway,2221.36,37
2019,August,W 120 St & Claremont Ave,1324.48,22
2019,August,W 129 St & Convent Ave,7566.54,126
2019,August,W 13 St & 5 Ave,734.02,12
2019,August,W 13 St & 7 Ave,823.02,14
2019,August,W 15 St & 10 Ave,1158.17,19
2019,August,W 15 St & 7 Ave,724.45,12
2019,August,W 16 St & The High Line,939.71,16
2019,August,W 17 St & 8 Ave,768.27,13
2019,August,W 18 St & 6 Ave,731.65,12
2019,August,W 18 St & 9 Ave,878.12,15
2019,August,W 20 St & 11 Ave,941.47,16
2019,August,W 20 St & 7 Ave,764.94,13
2019,August,W 20 St & 8 Ave,734.47,12
2019,August,W 21 St & 6 Ave,721.07,12
2019,August,W 22 St & 10 Ave,893.5,15
2019,August,W 22 St & 8 Ave,1302.3,22
2019,August,W 24 St & 7 Ave,755.64,13
2019,August,W 25 St & 6 Ave,750.11,13
2019,August,W 26 St & 10 Ave,848.23,14
2019,August,W 26 St & 8 Ave,809.96,13
2019,August,W 27 St & 7 Ave,782.29,13
2019,August,W 31 St & 7 Ave,788.33,13
2019,August,W 33 St & 7 Ave,1041.67,17
2019,August,W 34 St & 11 Ave,1190.58,20
2019,August,W 35 St & Dyer Ave,1176.86,20
2019,August,W 37 St & 10 Ave,909.2,15
2019,August,W 37 St & 5 Ave,799.27,13
2019,August,W 38 St & 8 Ave,1026.18,17
2019,August,W 4 St & 7 Ave S,865.38,14
2019,August,W 40 St & 5 Ave,1193.15,20
2019,August,W 41 St & 8 Ave,907.48,15
2019,August,W 42 St & 8 Ave,943.7,16
2019,August,W 42 St & Dyer Ave,892.44,15
2019,August,W 43 St & 10 Ave,876.99,15
2019,August,W 44 St & 5 Ave,857.11,14
2019,August,W 45 St & 6 Ave,1202.14,20
2019,August,W 45 St & 8 Ave,1017.9,17
2019,August,W 46 St & 11 Ave,1223.64,20
2019,August,W 47 St & 10 Ave,876.47,15
2019,August,W 49 St & 8 Ave,836.34,14
2019,August,W 50 St & 9 Ave,898.46,15
2019,August,W 52 St & 11 Ave,1117.79,19
2019,August,W 52 St & 5 Ave,1100.44,18
2019,August,W 52 St & 6 Ave,780.84,13
2019,August,W 53 St & 10 Ave,916.25,15
2019,August,W 54 St & 9 Ave,1067.92,18
2019,August,W 55 St & 6 Ave,897.22,15
2019,August,W 56 St & 10 Ave,953.55,16
2019,August,W 59 St & 10 Ave,997.11,17
2019,August,W 63 St & Broadway,1022.78,17
2019,August,W 64 St & Thelonious Monk Circle,1011.03,17
2019,August,W 67 St & Broadway,1280.52,21
2019,August,W 70 St & Amsterdam Ave,900.53,15
2019,August,W 74 St & Columbus Ave,824.48,14
2019,August,W 76 St & Columbus Ave,990.88,17
2019,August,W 78 St & Broadway,1026.15,17
2019,August,W 82 St & Central Park West,1235.36,21
2019,August,W 84 St & Broadway,1131.16,19
2019,August,W 84 St & Columbus Ave,898.26,15
2019,August,W 87 St & Amsterdam Ave,1021.36,17
2019,August,W 87 St & West End Ave,1120.48,19
2019,August,W 88 St & West End Ave,1114.56,19
2019,August,W 89 St & Columbus Ave,977.44,16
2019,August,W 90 St & Amsterdam Ave,969.21,16
2019,August,W 92 St & Broadway,888.95,15
2019,August,W 95 St & Broadway,930.76,16
2019,August,W Broadway & Spring Street,892.94,15
2019,August,Warren St & Court St,722.46,12
2019,August,Washington Ave & Greene Ave,764.83,13
2019,August,Washington Ave & Park Ave,944.6,16
2019,August,Washington Park,702.86,12
2019,August,Washington Pl & 6 Ave,813.16,14
2019,August,Washington Pl & Broadway,787.14,13
2019,August,Washington St & Gansevoort St,1072.86,18
2019,August,Water - Whitehall Plaza,1109.4,18
2019,August,Waterbury St & Stagg St,1013.92,17
2019,August,Watts St & Greenwich St,877.39,15
2019,August,West Drive & Prospect Park West,1626.07,27
2019,August,West End Ave & W 107 St,1008.38,17
2019,August,West End Ave & W 94 St,1281.45,21
2019,August,West St & Chambers St,1218.46,20
2019,August,West Thames St,957.84,16
2019,August,White St & Johnson Ave,2735.92,46
2019,August,White St & Moore St,1158.83,19
2019,August,William St & Pine St,997.61,17
2019,August,Willoughby Ave & Hall St,704.56,12
2019,August,Willoughby Ave & Tompkins Ave,1259.55,21
2019,August,Willoughby Ave & Walworth St,975.54,16
2019,August,Willoughby Ave & Wyckoff Ave,2364.57,39
2019,August,Willoughby St & Fleet St,648.25,11
2019,August,Wolcott St & Dwight St,861.61,14
2019,August,Wyckoff Av & Jefferson St,1353.76,23
2019,August,Wyckoff St & 3 Ave,696.73,12
2019,August,Wyckoff St & Bond St,1019.63,17
2019,August,Wythe Ave & Metropolitan Ave,1167.4,19
2019,August,Yankee Ferry Terminal,2181.2,36
2019,October,1 Ave & E 110 St,798,13
2019,October,1 Ave & E 16 St,762.06,13
2019,October,1 Ave & E 18 St,674.26,11
2019,October,1 Ave & E 30 St,793.42,13
2019,October,1 Ave & E 44 St,988.74,16
2019,October,1 Ave & E 62 St,843.83,14
2019,October,1 Ave & E 68 St,955.95,16
2019,October,1 Ave & E 78 St,912.46,15
2019,October,1 Ave & E 94 St,944.79,16
2019,October,1 Pl & Clinton St,721.57,12
2019,October,10 Ave & W 28 St,760.09,13
2019,October,10 Hudson Yards,851.46,14
2019,October,10 St & 2 Ave,811.88,14
2019,October,10 St & 5 Ave,1947.68,32
2019,October,10 St & 7 Ave,920.11,15
2019,October,11 Ave & W 27 St,907.65,15
2019,October,11 Ave & W 41 St,935.53,16
2019,October,11 Ave & W 59 St,1023.09,17
2019,October,11 St & 35 Ave,750.28,13
2019,October,11 St & 43 Ave,3252.41,54
2019,October,12 Ave & W 125 St,1677.34,28
2019,October,12 Ave & W 40 St,1223.79,20
2019,October,14 St & 5 Ave,889.76,15
2019,October,14 St & 7 Ave,1055.39,18
2019,October,19 St & 24 Ave,836.22,14
2019,October,2 Ave & 36 St - Citi Bike HQ at Industry City,1624.58,27
2019,October,2 Ave & E 104 St,948.32,16
2019,October,2 Ave & E 122 St,2855.69,48
2019,October,2 Ave & E 31 St,892.97,15
2019,October,2 Ave & E 72 St,763.44,13
2019,October,2 Ave & E 96 St,867.99,14
2019,October,2 Ave & E 99 St,830.06,14
2019,October,21 St & 31 Dr,1320.58,22
2019,October,21 St & 36 Ave,603.6,10
2019,October,21 St & 38 Ave,1639.12,27
2019,October,21 St & 43 Ave,854.98,14
2019,October,21 St & Hoyt Ave S,756.3,13
2019,October,21 St & Queens Plaza North,747.98,12
2019,October,23 Ave & 27 St,893.14,15
2019,October,24 Ave & 26 St,611.91,10
2019,October,24 Ave & 29 St,876.56,15
2019,October,24 St & 41 Ave,852.57,14
2019,October,27 Ave & 3 St,1091.18,18
2019,October,27 Ave & 9 St,833.53,14
2019,October,27 St & Hunter St,903.95,15
2019,October,28 Ave & 35 St,710.2,12
2019,October,28 Ave & 44 St,626.29,10
2019,October,28 St & 36 Ave,738.81,12
2019,October,28 St & 38 Ave,708.46,12
2019,October,28 St & 41 Ave,869.4,14
2019,October,3 Ave & 14 St,975.94,16
2019,October,3 Ave & Carroll St,676.81,11
2019,October,3 Ave & E 100 St,772.84,13
2019,October,3 Ave & E 112 St,967.74,16
2019,October,3 Ave & E 62 St,808.96,13
2019,October,3 Ave & E 71 St,1310.8,22
2019,October,3 Ave & E 72 St,856.46,14
2019,October,3 Ave & Schermerhorn St,865.11,14
2019,October,3 St & 3 Ave,703.68,12
2019,October,3 St & 7 Ave,692.68,12
2019,October,3 St & Hoyt St,671.08,11
2019,October,3 St & Prospect Park West,1143.1,19
2019,October,30 Ave & 21 St,669.04,11
2019,October,31 Ave & 14 St,665.2,11
2019,October,31 Ave & 30 St,2229.2,37
2019,October,31 Ave & 34 St,772.02,13
2019,October,31 Ave & Crescent St,710.21,12
2019,October,31 Ave & Steinway St,645.12,11
2019,October,31 St & 23 Ave,1685.57,28
2019,October,31 St & Astoria Blvd,625.4,10
2019,October,31 St & Broadway,662.38,11
2019,October,31 St & Hoyt Ave N,2459.1,41
2019,October,31 St & Newtown Ave,672.46,11
2019,October,31 St & Northern Blvd,875.68,15
2019,October,31 St & Thomson Ave,1290.93,22
2019,October,34 Ave & 13 St,632.45,11
2019,October,34 Ave & 21 St,752.97,13
2019,October,34 Ave & 38 St,655.91,11
2019,October,34 St & 35 Ave,676.62,11
2019,October,35 Ave & 10 St,609.89,10
2019,October,35 Ave & 37 St,924.61,15
2019,October,35 St & 34 Ave,829.33,14
2019,October,35 St & Broadway,683.65,11
2019,October,36 Ave & 10 St,881.37,15
2019,October,36 Ave & 31 St,981.72,16
2019,October,37 Ave & 35 St,824.55,14
2019,October,37 St & 24 Ave,719.02,12
2019,October,39 St & 2 Ave - Citi Bike HQ at Industry City,1714.94,29
2019,October,4 Ave & 9 St,733.16,12
2019,October,40 Ave & 9 St,1036.18,17
2019,October,40 Ave & Crescent St,782.15,13
2019,October,43 St & Broadway,824.2,14
2019,October,44 Dr & 21 St,726.99,12
2019,October,44 Dr & Jackson Ave,906.06,15
2019,October,45 Rd & 11 St,790.97,13
2019,October,46 Ave & 5 St,929.55,15
2019,October,47 Ave & 31 St,1111.96,19
2019,October,47 Ave & Skillman Ave,678.24,11
2019,October,48 Ave & 30 Pl,1158.4,19
2019,October,48 Ave & 5 St,1552.25,26
2019,October,49 Ave & 21 St,840.61,14
2019,October,5 Ave & 3 St,696.86,12
2019,October,5 Ave & E 103 St,1160.4,19
2019,October,5 Ave & E 126 St,1973.42,33
2019,October,5 Ave & E 29 St,788.77,13
2019,October,5 Ave & E 63 St,1981.28,33
2019,October,5 Ave & E 73 St,1297.22,22
2019,October,5 Ave & E 78 St,1561.21,26
2019,October,5 Ave & E 88 St,1501.42,25
2019,October,5 Ave & E 93 St,1773.84,30
2019,October,5 St & 51 Ave,2053,34
2019,October,5 St & 6 Ave,666.89,11
2019,October,5 St & Market St,970.36,16
2019,October,6 Ave & 12 St,889.07,15
2019,October,6 Ave & 9 St,652.88,11
2019,October,6 Ave & Broome St,919.34,15
2019,October,6 Ave & Canal St,910.68,15
2019,October,6 Ave & W 33 St,739.81,12
2019,October,6 Ave & W 34 St,899.43,15
2019,October,6 St & 7 Ave,645.86,11
2019,October,7 Ave & Central Park South,1463.39,24
2019,October,7 Ave & Park Pl,618.97,10
2019,October,7 St & 3 Ave,932.64,16
2019,October,7 St & 5 Ave,868.73,14
2019,October,8 Ave & W 31 St,774.05,13
2019,October,8 Ave & W 33 St,815.37,14
2019,October,8 Ave & W 52 St,882.39,15
2019,October,9 Ave & W 18 St,834.66,14
2019,October,9 Ave & W 22 St,692.37,12
2019,October,9 Ave & W 28 St,765.8,13
2019,October,9 Ave & W 45 St,843.78,14
2019,October,9 St & 44 Rd,852.11,14
2019,October,Adam Clayton Powell Blvd & W 118 St,1303.71,22
2019,October,Adam Clayton Powell Blvd & W 123 St,1316.99,22
2019,October,Adam Clayton Powell Blvd & W 126 St,2367.73,39
2019,October,Adelphi St & Myrtle Ave,584.65,10
2019,October,Albany Ave & Fulton St,3148.17,52
2019,October,Allen St & Hester St,768.26,13
2019,October,Allen St & Rivington St,1024.7,17
2019,October,Allen St & Stanton St,891.08,15
2019,October,Amsterdam Ave & W 119 St,851.23,14
2019,October,Amsterdam Ave & W 125 St,1928.17,32
2019,October,Amsterdam Ave & W 66 St,937.38,16
2019,October,Amsterdam Ave & W 73 St,856.31,14
2019,October,Amsterdam Ave & W 79 St,981.71,16
2019,October,Amsterdam Ave & W 82 St,933.34,16
2019,October,Astoria Park S & Shore Blvd,809.13,13
2019,October,Atlantic Ave & Fort Greene Pl,777.62,13
2019,October,Atlantic Ave & Furman St,979.34,16
2019,October,Avenue C & E 18 St,878.15,15
2019,October,Avenue D & E 12 St,897.25,15
2019,October,Avenue D & E 3 St,807.64,13
2019,October,Avenue D & E 8 St,857.63,14
2019,October,Baltic St & 5 Ave,735.02,12
2019,October,Bank St & Hudson St,791.19,13
2019,October,Bank St & Washington St,844.54,14
2019,October,Banker St & Meserole Ave,715.53,12
2019,October,Barclay St & Church St,1239.53,21
2019,October,Barrow St & Hudson St,787.46,13
2019,October,Bayard St & Baxter St,815.53,14
2019,October,Bayard St & Leonard St,542.26,9
2019,October,Beaver St & Fayette St,1345.83,22
2019,October,Bedford Ave & Bergen St,905.71,15
2019,October,Bedford Ave & Montgomery St,1609.82,27
2019,October,Bedford Ave & Nassau Ave,792.31,13
2019,October,Bedford Ave & S 9 St,1501.67,25
2019,October,Bergen St & Flatbush Ave,779.57,13
2019,October,Bergen St & Smith St,745.83,12
2019,October,Bergen St & Vanderbilt Ave,937.38,16
2019,October,Berkeley Pl & 6 Ave,1025.7,17
2019,October,Berkeley Pl & 7 Ave,705.6,12
2019,October,Berry St & N 8 St,710.95,12
2019,October,Bialystoker Pl & Delancey St,870.71,15
2019,October,Boerum St & Broadway,658.79,11
2019,October,Bond St & Bergen St,771.74,13
2019,October,Bond St & Fulton St,748.57,12
2019,October,Broad St & Bridge St,1173.18,20
2019,October,Broadway & 12 St,1122.35,19
2019,October,Broadway & Battery Pl,1263.05,21
2019,October,Broadway & Berry St,792.2,13
2019,October,Broadway & E 14 St,769.73,13
2019,October,Broadway & E 22 St,781.3,13
2019,October,Broadway & Kosciuszko St,1040.43,17
2019,October,Broadway & Madison St,587.4,10
2019,October,Broadway & Moylan Pl,1596.43,27
2019,October,Broadway & Roebling St,1211.91,20
2019,October,Broadway & W 122 St,1106.64,18
2019,October,Broadway & W 25 St,837.14,14
2019,October,Broadway & W 29 St,765.77,13
2019,October,Broadway & W 36 St,872.57,15
2019,October,Broadway & W 37 St,835.96,14
2019,October,Broadway & W 38 St,811.06,14
2019,October,Broadway & W 41 St,780.59,13
2019,October,Broadway & W 49 St,834.54,14
2019,October,Broadway & W 51 St,902.5,15
2019,October,Broadway & W 53 St,816.92,14
2019,October,Broadway & W 56 St,845.75,14
2019,October,Broadway & W 60 St,1089.86,18
2019,October,Broadway & Whipple St,792.99,13
2019,October,Brooklyn Bridge Park - Pier 2,1301.43,22
2019,October,Bus Slip & State St,1318.49,22
2019,October,Bushwick Ave & Dekalb Ave,1271.55,21
2019,October,Bushwick Ave & Forrest St,873.21,15
2019,October,Bushwick Ave & Harman St,1037,17
2019,October,Bushwick Ave & Linden St,1211.25,20
2019,October,Bushwick Ave & McKibbin St,940.7,16
2019,October,Bushwick Ave & Powers St,748.43,12
2019,October,Bushwick Ave & Stagg St,936.96,16
2019,October,Butler St & Court St,779.36,13
2019,October,Cadman Plaza E & Johnson St,971.58,16
2019,October,Cadman Plaza E & Red Cross Pl,1019.29,17
2019,October,Cadman Plaza West & Montague St,725.42,12
2019,October,Calyer St & Jewel St,919.47,15
2019,October,Cambridge Pl & Gates Ave,748.6,12
2019,October,Canal St & Rutgers St,796.75,13
2019,October,Carlton Ave & Dean St,732.36,12
2019,October,Carlton Ave & Flushing Ave,856.24,14
2019,October,Carlton Ave & Park Ave,803.34,13
2019,October,Carmine St & 6 Ave,851.84,14
2019,October,Carroll St & 5 Ave,665.88,11
2019,October,Carroll St & 6 Ave,619.78,10
2019,October,Carroll St & Bond St,825.94,14
2019,October,Carroll St & Columbia St,769.77,13
2019,October,Carroll St & Franklin Ave,883.67,15
2019,October,Carroll St & Smith St,686.83,11
2019,October,Carroll St & Washington Ave,1862.62,31
2019,October,Cathedral Pkwy & Broadway,968.5,16
2019,October,Catherine St & Monroe St,747.8,12
2019,October,Cedar St & Evergreen Ave,696.94,12
2019,October,Cedar St & Myrtle Ave,1313.67,22
2019,October,Center Blvd & 48 Ave,1010.94,17
2019,October,Central Ave & Covert St,1510.23,25
2019,October,Central Ave & Decatur St,747,12
2019,October,Central Ave & Flushing Ave,954.39,16
2019,October,Central Ave & Himrod St,1030.6,17
2019,October,Central Ave & Starr Street,1042.51,17
2019,October,Central Ave & Woodbine St,1360.51,23
2019,October,Central Park North & Adam Clayton Powell Blvd,1624.5,27
2019,October,Central Park S & 6 Ave,1622.36,27
